,m_gene,m_metabolites,m_reaction,m_subsystem,u_uniprot_acc
1160,PIK3C2A,"['pail4p_hs_18_0_18_2_c', 'pail34p_hs_18_0_18_2_c', 'atp_c', 'adp_c', 'h_c']",PI4P3K_18_0_18_2,platelet metabolism,O00443
1161,PIK3C2A,"['atp_c', 'pail34p_hs_18_0_18_1_c', 'adp_c', 'pail4p_hs_18_0_18_1_c', 'h_c']",PI4P3K_18_0_18_1,platelet metabolism,O00443
1162,PIK3C2A,"['atp_c', 'h_c', 'adp_c', 'pail34p_hs_18_0_18_0_c', 'pail4p_hs_18_0_18_0_c']",PI4P3K_18_0_18_0,platelet metabolism,O00443
1163,PIK3C2A,"['h_c', 'atp_c', 'pail4p_hs_16_0_20_4_c', 'pail34p_hs_16_0_20_4_c', 'adp_c']",PI4P3K_16_0_20_4,platelet metabolism,O00443
1164,PIK3C2A,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_16_0_18_2_c', 'pail34p_hs_16_0_18_2_c']",PI4P3K_16_0_18_2,platelet metabolism,O00443
1165,PIK3C2A,"['pail4p_hs_16_0_18_1_c', 'pail34p_hs_16_0_18_1_c', 'atp_c', 'adp_c', 'h_c']",PI4P3K_16_0_18_1,platelet metabolism,O00443
1166,PIK3C2A,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_16_0_18_0_c', 'pail34p_hs_16_0_18_0_c']",PI4P3K_16_0_18_0,platelet metabolism,O00443
1167,PIK3C2A,"['atp_c', 'h_c', 'adp_c', 'pail34p_hs_20_4_20_4_c', 'pail4p_hs_20_4_20_4_c']",PI4P3K_20_4_20_4,platelet metabolism,O00443
1168,PIK3C2A,"['h_c', 'atp_c', 'pail4p_hs_18_2_20_4_c', 'pail34p_hs_18_2_20_4_c', 'adp_c']",PI4P3K_18_2_20_4,platelet metabolism,O00443
1169,PIK3C2A,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_16_0_16_0_c', 'pail34p_hs_16_0_16_0_c']",PI4P3K_16_0_16_0,platelet metabolism,O00443
1170,PIK3R2,"['h_c', 'atp_c', 'pail4p_hs_18_2_18_2_c', 'adp_c', 'pail34p_hs_18_2_18_2_c']",PI4P3K_18_2_18_2,platelet metabolism,O00459
1171,PIK3R2,"['h_c', 'atp_c', 'adp_c', 'pail34p_hs_18_1_20_4_c', 'pail4p_hs_18_1_20_4_c']",PI4P3K_18_1_20_4,platelet metabolism,O00459
1172,PIK3R2,"['h_c', 'pail4p_hs_18_1_18_2_c', 'atp_c', 'pail34p_hs_18_1_18_2_c', 'adp_c']",PI4P3K_18_1_18_2,platelet metabolism,O00459
1173,PIK3R2,"['h_c', 'atp_c', 'pail4p_hs_18_1_18_1_c', 'pail34p_hs_18_1_18_1_c', 'adp_c']",PI4P3K_18_1_18_1,platelet metabolism,O00459
1174,PIK3R2,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_18_0_20_4_c', 'pail34p_hs_18_0_20_4_c']",PI4P3K_18_0_20_4,platelet metabolism,O00459
1175,PIK3R2,"['pail4p_hs_18_0_18_2_c', 'pail34p_hs_18_0_18_2_c', 'atp_c', 'adp_c', 'h_c']",PI4P3K_18_0_18_2,platelet metabolism,O00459
1176,PIK3R2,"['atp_c', 'pail34p_hs_18_0_18_1_c', 'adp_c', 'pail4p_hs_18_0_18_1_c', 'h_c']",PI4P3K_18_0_18_1,platelet metabolism,O00459
1177,PIK3R2,"['atp_c', 'h_c', 'adp_c', 'pail34p_hs_18_0_18_0_c', 'pail4p_hs_18_0_18_0_c']",PI4P3K_18_0_18_0,platelet metabolism,O00459
1178,PIK3R2,"['h_c', 'atp_c', 'pail4p_hs_16_0_20_4_c', 'pail34p_hs_16_0_20_4_c', 'adp_c']",PI4P3K_16_0_20_4,platelet metabolism,O00459
1179,PIK3R2,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_16_0_18_2_c', 'pail34p_hs_16_0_18_2_c']",PI4P3K_16_0_18_2,platelet metabolism,O00459
1180,PIK3R2,"['pail4p_hs_16_0_18_1_c', 'pail34p_hs_16_0_18_1_c', 'atp_c', 'adp_c', 'h_c']",PI4P3K_16_0_18_1,platelet metabolism,O00459
1181,PIK3R2,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_16_0_18_0_c', 'pail34p_hs_16_0_18_0_c']",PI4P3K_16_0_18_0,platelet metabolism,O00459
1182,PIK3R2,"['atp_c', 'h_c', 'adp_c', 'pail34p_hs_20_4_20_4_c', 'pail4p_hs_20_4_20_4_c']",PI4P3K_20_4_20_4,platelet metabolism,O00459
1183,PIK3R2,"['h_c', 'atp_c', 'pail4p_hs_18_2_20_4_c', 'pail34p_hs_18_2_20_4_c', 'adp_c']",PI4P3K_18_2_20_4,platelet metabolism,O00459
1184,PIK3R2,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_16_0_16_0_c', 'pail34p_hs_16_0_16_0_c']",PI4P3K_16_0_16_0,platelet metabolism,O00459
1185,PI4KB,"['h_c', 'atp_c', 'pail4p_hs_18_2_18_2_c', 'pail_hs_18_2_18_2_c', 'adp_c']",PIK4_18_2_18_2,platelet metabolism,Q9UBF8
1186,PI4KB,"['h_c', 'atp_c', 'adp_c', 'pail4p_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c']",PIK4_18_1_20_4,platelet metabolism,Q9UBF8
1187,PI4KB,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_18_1_18_2_c', 'pail_hs_18_1_18_2_c']",PIK4_18_1_18_2,platelet metabolism,Q9UBF8
1188,PI4KB,"['atp_c', 'h_c', 'adp_c', 'pail_hs_18_1_18_1_c', 'pail4p_hs_18_1_18_1_c']",PIK4_18_1_18_1,platelet metabolism,Q9UBF8
1189,PI4KB,"['atp_c', 'pail_hs_18_0_20_4_c', 'adp_c', 'pail4p_hs_18_0_20_4_c', 'h_c']",PIK4_18_0_20_4,platelet metabolism,Q9UBF8
1190,PI4KB,"['pail_hs_18_0_18_2_c', 'pail4p_hs_18_0_18_2_c', 'atp_c', 'adp_c', 'h_c']",PIK4_18_0_18_2,platelet metabolism,Q9UBF8
1191,PI4KB,"['pail4p_hs_18_0_18_1_c', 'atp_c', 'adp_c', 'pail_hs_18_0_18_1_c', 'h_c']",PIK4_18_0_18_1,platelet metabolism,Q9UBF8
1192,PI4KB,"['atp_c', 'h_c', 'adp_c', 'pail_hs_18_0_18_0_c', 'pail4p_hs_18_0_18_0_c']",PIK4_18_0_18_0,platelet metabolism,Q9UBF8
1193,PI4KB,"['atp_c', 'h_c', 'adp_c', 'pail_hs_16_0_20_4_c', 'pail4p_hs_16_0_20_4_c']",PIK4_16_0_20_4,platelet metabolism,Q9UBF8
1194,PI4KB,"['atp_c', 'h_c', 'adp_c', 'pail_hs_16_0_18_2_c', 'pail4p_hs_16_0_18_2_c']",PIK4_16_0_18_2,platelet metabolism,Q9UBF8
1195,PI4KB,"['pail4p_hs_16_0_18_1_c', 'pail_hs_16_0_18_1_c', 'atp_c', 'adp_c', 'h_c']",PIK4_16_0_18_1,platelet metabolism,Q9UBF8
1196,PI4KB,"['atp_c', 'h_c', 'pail_hs_20_4_20_4_c', 'pail4p_hs_20_4_20_4_c', 'adp_c']",PIK4_20_4_20_4,platelet metabolism,Q9UBF8
1197,PI4KB,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_18_2_20_4_c', 'pail_hs_18_2_20_4_c']",PIK4_18_2_20_4,platelet metabolism,Q9UBF8
1198,PI4KB,"['atp_c', 'pail_hs_16_0_18_0_c', 'adp_c', 'pail4p_hs_16_0_18_0_c', 'h_c']",PIK4_16_0_18_0,platelet metabolism,Q9UBF8
1199,PI4KB,"['h_c', 'atp_c', 'pail4p_hs_16_0_16_0_c', 'pail_hs_16_0_16_0_c', 'adp_c']",PIK4_16_0_16_0,platelet metabolism,Q9UBF8
1200,PI4KA,"['h_c', 'atp_c', 'pail4p_hs_18_2_18_2_c', 'pail_hs_18_2_18_2_c', 'adp_c']",PIK4_18_2_18_2,platelet metabolism,P42356
1201,PI4KA,"['h_c', 'atp_c', 'adp_c', 'pail4p_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c']",PIK4_18_1_20_4,platelet metabolism,P42356
1202,PI4KA,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_18_1_18_2_c', 'pail_hs_18_1_18_2_c']",PIK4_18_1_18_2,platelet metabolism,P42356
1203,PI4KA,"['atp_c', 'h_c', 'adp_c', 'pail_hs_18_1_18_1_c', 'pail4p_hs_18_1_18_1_c']",PIK4_18_1_18_1,platelet metabolism,P42356
1204,PI4KA,"['atp_c', 'pail_hs_18_0_20_4_c', 'adp_c', 'pail4p_hs_18_0_20_4_c', 'h_c']",PIK4_18_0_20_4,platelet metabolism,P42356
1205,PI4KA,"['pail_hs_18_0_18_2_c', 'pail4p_hs_18_0_18_2_c', 'atp_c', 'adp_c', 'h_c']",PIK4_18_0_18_2,platelet metabolism,P42356
1206,PI4KA,"['pail4p_hs_18_0_18_1_c', 'atp_c', 'adp_c', 'pail_hs_18_0_18_1_c', 'h_c']",PIK4_18_0_18_1,platelet metabolism,P42356
1207,PI4KA,"['atp_c', 'h_c', 'adp_c', 'pail_hs_18_0_18_0_c', 'pail4p_hs_18_0_18_0_c']",PIK4_18_0_18_0,platelet metabolism,P42356
1208,PI4KA,"['atp_c', 'h_c', 'adp_c', 'pail_hs_16_0_20_4_c', 'pail4p_hs_16_0_20_4_c']",PIK4_16_0_20_4,platelet metabolism,P42356
1209,PI4KA,"['atp_c', 'h_c', 'adp_c', 'pail_hs_16_0_18_2_c', 'pail4p_hs_16_0_18_2_c']",PIK4_16_0_18_2,platelet metabolism,P42356
1210,PI4KA,"['pail4p_hs_16_0_18_1_c', 'pail_hs_16_0_18_1_c', 'atp_c', 'adp_c', 'h_c']",PIK4_16_0_18_1,platelet metabolism,P42356
1211,PI4KA,"['atp_c', 'h_c', 'pail_hs_20_4_20_4_c', 'pail4p_hs_20_4_20_4_c', 'adp_c']",PIK4_20_4_20_4,platelet metabolism,P42356
1212,PI4KA,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_18_2_20_4_c', 'pail_hs_18_2_20_4_c']",PIK4_18_2_20_4,platelet metabolism,P42356
1213,PI4KA,"['atp_c', 'pail_hs_16_0_18_0_c', 'adp_c', 'pail4p_hs_16_0_18_0_c', 'h_c']",PIK4_16_0_18_0,platelet metabolism,P42356
1214,PI4KA,"['h_c', 'atp_c', 'pail4p_hs_16_0_16_0_c', 'pail_hs_16_0_16_0_c', 'adp_c']",PIK4_16_0_16_0,platelet metabolism,P42356
1215,PI4K2A,"['h_c', 'atp_c', 'pail4p_hs_18_2_18_2_c', 'pail_hs_18_2_18_2_c', 'adp_c']",PIK4_18_2_18_2,platelet metabolism,Q9BTU6
1216,PI4K2A,"['h_c', 'atp_c', 'adp_c', 'pail4p_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c']",PIK4_18_1_20_4,platelet metabolism,Q9BTU6
1217,PI4K2A,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_18_1_18_2_c', 'pail_hs_18_1_18_2_c']",PIK4_18_1_18_2,platelet metabolism,Q9BTU6
1218,PI4K2A,"['atp_c', 'h_c', 'adp_c', 'pail_hs_18_1_18_1_c', 'pail4p_hs_18_1_18_1_c']",PIK4_18_1_18_1,platelet metabolism,Q9BTU6
1219,PI4K2A,"['atp_c', 'pail_hs_18_0_20_4_c', 'adp_c', 'pail4p_hs_18_0_20_4_c', 'h_c']",PIK4_18_0_20_4,platelet metabolism,Q9BTU6
1220,PI4K2A,"['pail_hs_18_0_18_2_c', 'pail4p_hs_18_0_18_2_c', 'atp_c', 'adp_c', 'h_c']",PIK4_18_0_18_2,platelet metabolism,Q9BTU6
1221,PI4K2A,"['pail4p_hs_18_0_18_1_c', 'atp_c', 'adp_c', 'pail_hs_18_0_18_1_c', 'h_c']",PIK4_18_0_18_1,platelet metabolism,Q9BTU6
1222,PI4K2A,"['atp_c', 'h_c', 'adp_c', 'pail_hs_18_0_18_0_c', 'pail4p_hs_18_0_18_0_c']",PIK4_18_0_18_0,platelet metabolism,Q9BTU6
1223,PI4K2A,"['atp_c', 'h_c', 'adp_c', 'pail_hs_16_0_20_4_c', 'pail4p_hs_16_0_20_4_c']",PIK4_16_0_20_4,platelet metabolism,Q9BTU6
1224,PI4K2A,"['atp_c', 'h_c', 'adp_c', 'pail_hs_16_0_18_2_c', 'pail4p_hs_16_0_18_2_c']",PIK4_16_0_18_2,platelet metabolism,Q9BTU6
1225,PI4K2A,"['pail4p_hs_16_0_18_1_c', 'pail_hs_16_0_18_1_c', 'atp_c', 'adp_c', 'h_c']",PIK4_16_0_18_1,platelet metabolism,Q9BTU6
1226,PI4K2A,"['atp_c', 'h_c', 'pail_hs_20_4_20_4_c', 'pail4p_hs_20_4_20_4_c', 'adp_c']",PIK4_20_4_20_4,platelet metabolism,Q9BTU6
1227,PI4K2A,"['atp_c', 'h_c', 'adp_c', 'pail4p_hs_18_2_20_4_c', 'pail_hs_18_2_20_4_c']",PIK4_18_2_20_4,platelet metabolism,Q9BTU6
1228,PI4K2A,"['atp_c', 'pail_hs_16_0_18_0_c', 'adp_c', 'pail4p_hs_16_0_18_0_c', 'h_c']",PIK4_16_0_18_0,platelet metabolism,Q9BTU6
1229,PI4K2A,"['h_c', 'atp_c', 'pail4p_hs_16_0_16_0_c', 'pail_hs_16_0_16_0_c', 'adp_c']",PIK4_16_0_16_0,platelet metabolism,Q9BTU6
1230,CDIPT,"['inost_c', 'cmp_c', 'pail_hs_18_2_18_2_c', 'cdpdag_hs_18_2_18_2_c', 'h_c']",CDIPTr_18_2_18_2,platelet metabolism,O14735
1231,CDIPT,"['inost_c', 'cmp_c', 'pail_hs_18_2_18_2_c', 'cdpdag_hs_18_2_18_2_c', 'h_c']",CDIPTr_18_2_18_2,platelet metabolism,P0DO92
1232,CDIPT,"['cmp_c', 'inost_c', 'cdpdag_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c', 'h_c']",CDIPTr_18_1_20_4,platelet metabolism,O14735
1233,CDIPT,"['cmp_c', 'inost_c', 'cdpdag_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c', 'h_c']",CDIPTr_18_1_20_4,platelet metabolism,P0DO92
1234,CDIPT,"['cmp_c', 'inost_c', 'cdpdag_hs_18_1_18_2_c', 'pail_hs_18_1_18_2_c', 'h_c']",CDIPTr_18_1_18_2,platelet metabolism,O14735
1235,CDIPT,"['cmp_c', 'inost_c', 'cdpdag_hs_18_1_18_2_c', 'pail_hs_18_1_18_2_c', 'h_c']",CDIPTr_18_1_18_2,platelet metabolism,P0DO92
1236,CDIPT,"['cdpdag_hs_18_1_18_1_c', 'inost_c', 'cmp_c', 'pail_hs_18_1_18_1_c', 'h_c']",CDIPTr_18_1_18_1,platelet metabolism,O14735
1237,CDIPT,"['cdpdag_hs_18_1_18_1_c', 'inost_c', 'cmp_c', 'pail_hs_18_1_18_1_c', 'h_c']",CDIPTr_18_1_18_1,platelet metabolism,P0DO92
1238,CDIPT,"['cmp_c', 'inost_c', 'pail_hs_18_0_20_4_c', 'cdpdag_hs_18_0_20_4_c', 'h_c']",CDIPTr_18_0_20_4,platelet metabolism,O14735
1239,CDIPT,"['cmp_c', 'inost_c', 'pail_hs_18_0_20_4_c', 'cdpdag_hs_18_0_20_4_c', 'h_c']",CDIPTr_18_0_20_4,platelet metabolism,P0DO92
1240,CDIPT,"['pail_hs_18_0_18_2_c', 'inost_c', 'cmp_c', 'cdpdag_hs_18_0_18_2_c', 'h_c']",CDIPTr_18_0_18_2,platelet metabolism,O14735
1241,CDIPT,"['pail_hs_18_0_18_2_c', 'inost_c', 'cmp_c', 'cdpdag_hs_18_0_18_2_c', 'h_c']",CDIPTr_18_0_18_2,platelet metabolism,P0DO92
1242,CDIPT,"['cmp_c', 'inost_c', 'cdpdag_hs_18_0_18_1_c', 'pail_hs_18_0_18_1_c', 'h_c']",CDIPTr_18_0_18_1,platelet metabolism,O14735
1243,CDIPT,"['cmp_c', 'inost_c', 'cdpdag_hs_18_0_18_1_c', 'pail_hs_18_0_18_1_c', 'h_c']",CDIPTr_18_0_18_1,platelet metabolism,P0DO92
1244,CDIPT,"['cmp_c', 'inost_c', 'cdpdag_hs_18_0_18_0_c', 'pail_hs_18_0_18_0_c', 'h_c']",CDIPTr_18_0_18_0,platelet metabolism,O14735
1245,CDIPT,"['cmp_c', 'inost_c', 'cdpdag_hs_18_0_18_0_c', 'pail_hs_18_0_18_0_c', 'h_c']",CDIPTr_18_0_18_0,platelet metabolism,P0DO92
1246,CDIPT,"['cdpdag_hs_16_0_20_4_c', 'inost_c', 'cmp_c', 'pail_hs_16_0_20_4_c', 'h_c']",CDIPTr_16_0_20_4,platelet metabolism,O14735
1247,CDIPT,"['cdpdag_hs_16_0_20_4_c', 'inost_c', 'cmp_c', 'pail_hs_16_0_20_4_c', 'h_c']",CDIPTr_16_0_20_4,platelet metabolism,P0DO92
1248,CDIPT,"['cmp_c', 'inost_c', 'pail_hs_16_0_18_2_c', 'cdpdag_hs_16_0_18_2_c', 'h_c']",CDIPTr_16_0_18_2,platelet metabolism,O14735
1249,CDIPT,"['cmp_c', 'inost_c', 'pail_hs_16_0_18_2_c', 'cdpdag_hs_16_0_18_2_c', 'h_c']",CDIPTr_16_0_18_2,platelet metabolism,P0DO92
1250,CDIPT,"['cmp_c', 'inost_c', 'pail_hs_16_0_18_1_c', 'cdpdag_hs_16_0_18_1_c', 'h_c']",CDIPTr_16_0_18_1,platelet metabolism,O14735
1251,CDIPT,"['cmp_c', 'inost_c', 'pail_hs_16_0_18_1_c', 'cdpdag_hs_16_0_18_1_c', 'h_c']",CDIPTr_16_0_18_1,platelet metabolism,P0DO92
1252,CDIPT,"['cmp_c', 'inost_c', 'pail_hs_20_4_20_4_c', 'cdpdag_hs_20_4_20_4_c', 'h_c']",CDIPTr_20_4_20_4,platelet metabolism,O14735
1253,CDIPT,"['cmp_c', 'inost_c', 'pail_hs_20_4_20_4_c', 'cdpdag_hs_20_4_20_4_c', 'h_c']",CDIPTr_20_4_20_4,platelet metabolism,P0DO92
1254,CDIPT,"['cdpdag_hs_18_2_20_4_c', 'inost_c', 'cmp_c', 'pail_hs_18_2_20_4_c', 'h_c']",CDIPTr_18_2_20_4,platelet metabolism,O14735
1255,CDIPT,"['cdpdag_hs_18_2_20_4_c', 'inost_c', 'cmp_c', 'pail_hs_18_2_20_4_c', 'h_c']",CDIPTr_18_2_20_4,platelet metabolism,P0DO92
1256,CDIPT,"['pail_hs_16_0_18_0_c', 'inost_c', 'cmp_c', 'cdpdag_hs_16_0_18_0_c', 'h_c']",CDIPTr_16_0_18_0,platelet metabolism,O14735
1257,CDIPT,"['pail_hs_16_0_18_0_c', 'inost_c', 'cmp_c', 'cdpdag_hs_16_0_18_0_c', 'h_c']",CDIPTr_16_0_18_0,platelet metabolism,P0DO92
1258,CDIPT,"['cmp_c', 'inost_c', 'pail_hs_16_0_16_0_c', 'cdpdag_hs_16_0_16_0_c', 'h_c']",CDIPTr_16_0_16_0,platelet metabolism,O14735
1259,CDIPT,"['cmp_c', 'inost_c', 'pail_hs_16_0_16_0_c', 'cdpdag_hs_16_0_16_0_c', 'h_c']",CDIPTr_16_0_16_0,platelet metabolism,P0DO92
1260,CDS1,"['pa_hs_18_2_18_2_c', 'ctp_c', 'ppi_c', 'cdpdag_hs_18_2_18_2_c', 'h_c']",CDS_18_2_18_2,platelet metabolism,O96017
1261,CDS1,"['pa_hs_18_2_18_2_c', 'ctp_c', 'ppi_c', 'cdpdag_hs_18_2_18_2_c', 'h_c']",CDS_18_2_18_2,platelet metabolism,Q92903
1262,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_18_1_20_4_c', 'pa_hs_18_1_20_4_c', 'h_c']",CDS_18_1_20_4,platelet metabolism,O96017
1263,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_18_1_20_4_c', 'pa_hs_18_1_20_4_c', 'h_c']",CDS_18_1_20_4,platelet metabolism,Q92903
1264,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_18_1_18_2_c', 'pa_hs_18_1_18_2_c', 'h_c']",CDS_18_1_18_2,platelet metabolism,O96017
1265,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_18_1_18_2_c', 'pa_hs_18_1_18_2_c', 'h_c']",CDS_18_1_18_2,platelet metabolism,Q92903
1266,CDS1,"['pa_hs_18_1_18_1_c', 'ppi_c', 'ctp_c', 'cdpdag_hs_18_1_18_1_c', 'h_c']",CDS_18_1_18_1,platelet metabolism,O96017
1267,CDS1,"['pa_hs_18_1_18_1_c', 'ppi_c', 'ctp_c', 'cdpdag_hs_18_1_18_1_c', 'h_c']",CDS_18_1_18_1,platelet metabolism,Q92903
1268,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_18_0_20_4_c', 'pa_hs_18_0_20_4_c', 'h_c']",CDS_18_0_20_4,platelet metabolism,O96017
1269,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_18_0_20_4_c', 'pa_hs_18_0_20_4_c', 'h_c']",CDS_18_0_20_4,platelet metabolism,Q92903
1270,CDS1,"['cdpdag_hs_18_0_18_2_c', 'ppi_c', 'ctp_c', 'pa_hs_18_0_18_2_c', 'h_c']",CDS_18_0_18_2,platelet metabolism,O96017
1271,CDS1,"['cdpdag_hs_18_0_18_2_c', 'ppi_c', 'ctp_c', 'pa_hs_18_0_18_2_c', 'h_c']",CDS_18_0_18_2,platelet metabolism,Q92903
1272,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_18_0_18_1_c', 'pa_hs_18_0_18_1_c', 'h_c']",CDS_18_0_18_1,platelet metabolism,O96017
1273,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_18_0_18_1_c', 'pa_hs_18_0_18_1_c', 'h_c']",CDS_18_0_18_1,platelet metabolism,Q92903
1274,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_18_0_18_0_c', 'pa_hs_18_0_18_0_c', 'h_c']",CDS_18_0_18_0,platelet metabolism,O96017
1275,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_18_0_18_0_c', 'pa_hs_18_0_18_0_c', 'h_c']",CDS_18_0_18_0,platelet metabolism,Q92903
1276,CDS1,"['cdpdag_hs_16_0_20_4_c', 'ppi_c', 'pa_hs_16_0_20_4_c', 'ctp_c', 'h_c']",CDS_16_0_20_4,platelet metabolism,O96017
1277,CDS1,"['cdpdag_hs_16_0_20_4_c', 'ppi_c', 'pa_hs_16_0_20_4_c', 'ctp_c', 'h_c']",CDS_16_0_20_4,platelet metabolism,Q92903
1278,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_16_0_18_2_c', 'pa_hs_16_0_18_2_c', 'h_c']",CDS_16_0_18_2,platelet metabolism,O96017
1279,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_16_0_18_2_c', 'pa_hs_16_0_18_2_c', 'h_c']",CDS_16_0_18_2,platelet metabolism,Q92903
1280,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_16_0_18_1_c', 'pa_hs_16_0_18_1_c', 'h_c']",CDS_16_0_18_1,platelet metabolism,O96017
1281,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_16_0_18_1_c', 'pa_hs_16_0_18_1_c', 'h_c']",CDS_16_0_18_1,platelet metabolism,Q92903
1282,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_20_4_20_4_c', 'pa_hs_20_4_20_4_c', 'h_c']",CDS_20_4_20_4,platelet metabolism,O96017
1283,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_20_4_20_4_c', 'pa_hs_20_4_20_4_c', 'h_c']",CDS_20_4_20_4,platelet metabolism,Q92903
1284,CDS1,"['cdpdag_hs_18_2_20_4_c', 'ctp_c', 'ppi_c', 'h_c', 'pa_hs_18_2_20_4_c']",CDS_18_2_20_4,platelet metabolism,O96017
1285,CDS1,"['cdpdag_hs_18_2_20_4_c', 'ctp_c', 'ppi_c', 'h_c', 'pa_hs_18_2_20_4_c']",CDS_18_2_20_4,platelet metabolism,Q92903
1286,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_16_0_18_0_c', 'pa_hs_16_0_18_0_c', 'h_c']",CDS_16_0_18_0,platelet metabolism,O96017
1287,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_16_0_18_0_c', 'pa_hs_16_0_18_0_c', 'h_c']",CDS_16_0_18_0,platelet metabolism,Q92903
1288,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_16_0_16_0_c', 'pa_hs_16_0_16_0_c', 'h_c']",CDS_16_0_16_0,platelet metabolism,O96017
1289,CDS1,"['ctp_c', 'ppi_c', 'cdpdag_hs_16_0_16_0_c', 'pa_hs_16_0_16_0_c', 'h_c']",CDS_16_0_16_0,platelet metabolism,Q92903
1290,LPL,"['mag_hs_18_2_c', 'lnlc_c', 'dag_hs_18_2_18_2_c', 'h_c', 'h2o_c']",LPS2_18_2_18_2,platelet metabolism,P06858
1291,LPL,"['mag_hs_18_2_c', 'lnlc_c', 'dag_hs_18_2_18_2_c', 'h_c', 'h2o_c']",LPS2_18_2_18_2,platelet metabolism,O75608
1292,LPL,"['h2o_c', 'dag_hs_18_1_20_4_c', 'mag_hs_18_1_c', 'h_c', 'arachd_c']",LPS2_18_1_20_4,platelet metabolism,P06858
1293,LPL,"['h2o_c', 'dag_hs_18_1_20_4_c', 'mag_hs_18_1_c', 'h_c', 'arachd_c']",LPS2_18_1_20_4,platelet metabolism,O75608
1294,LPL,"['mag_hs_18_1_c', 'lnlc_c', 'dag_hs_18_1_18_2_c', 'h_c', 'h2o_c']",LPS2_18_1_18_2,platelet metabolism,P06858
1295,LPL,"['mag_hs_18_1_c', 'lnlc_c', 'dag_hs_18_1_18_2_c', 'h_c', 'h2o_c']",LPS2_18_1_18_2,platelet metabolism,O75608
1296,LPL,"['mag_hs_18_1_c', 'h2o_c', 'dag_hs_18_1_18_1_c', 'h_c', 'ocdcea_c']",LPS2_18_1_18_1,platelet metabolism,P06858
1297,LPL,"['mag_hs_18_1_c', 'h2o_c', 'dag_hs_18_1_18_1_c', 'h_c', 'ocdcea_c']",LPS2_18_1_18_1,platelet metabolism,O75608
1298,LPL,"['arachd_c', 'h2o_c', 'mag_hs_18_0_c', 'h_c', 'dag_hs_18_0_20_4_c']",LPS2_18_0_20_4,platelet metabolism,P06858
1299,LPL,"['arachd_c', 'h2o_c', 'mag_hs_18_0_c', 'h_c', 'dag_hs_18_0_20_4_c']",LPS2_18_0_20_4,platelet metabolism,O75608
1300,LPL,"['lnlc_c', 'h_c', 'mag_hs_18_0_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",LPS2_18_0_18_2,platelet metabolism,P06858
1301,LPL,"['lnlc_c', 'h_c', 'mag_hs_18_0_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",LPS2_18_0_18_2,platelet metabolism,O75608
1302,LPL,"['h2o_c', 'mag_hs_18_0_c', 'dag_hs_18_0_18_1_c', 'h_c', 'ocdcea_c']",LPS2_18_0_18_1,platelet metabolism,P06858
1303,LPL,"['h2o_c', 'mag_hs_18_0_c', 'dag_hs_18_0_18_1_c', 'h_c', 'ocdcea_c']",LPS2_18_0_18_1,platelet metabolism,O75608
1304,LPL,"['h2o_c', 'mag_hs_18_0_c', 'dag_hs_18_0_18_0_c', 'h_c', 'ocdca_c']",LPS2_18_0_18_0,platelet metabolism,P06858
1305,LPL,"['h2o_c', 'mag_hs_18_0_c', 'dag_hs_18_0_18_0_c', 'h_c', 'ocdca_c']",LPS2_18_0_18_0,platelet metabolism,O75608
